Year,Road Segment ID,Road Name,Length(km),Vehicle Type,Vehicle Classification,Traffic Density,Total AADT
2016,R:5,ORTIGAS AVE.,5.54,Private,Car,15998,88628
2016,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,27068,59550
2016,R:6,AURORA BLVD.,11.42,Private,Car,4997,57070
2016,R:7,QUEZON AVE.,7.73,Private,Car,18151,140311
2016,R:7,COMMONWEALTH AVE.,12.4,Private,Car,14618,181266
2016,R:8,A. BONIFACIO,15.98,Private,Car,1798,28739
2016,R:9,RIZAL AVE.,15.95,Private,Car,1864,29734
2016,R:10,DEL PAN,7.32,Private,Car,4264,31211
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,25902,95837
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,3717,31034
2016,C:1,RECTO,3.24,Public,UV,442,1433
2016,C:2,MENDOZA,6.61,Public,UV,41,269
2016,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,70,252
2016,C:3,ARANETA AVE.,10.76,Public,UV,1,15
2016,C:4,EDSA,23.08,Public,UV,193,4445
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,94,4045
2016,R:1,ROXAS BLVD.,11.47,Public,UV,385,4414
2016,R:2,TAFT AVE.,16.5,Public,UV,612,10098
2016,R:3,SSH,24.27,Public,UV,13,315
2016,R:4,SHAW BLVD.,7.68,Public,UV,299,2296
2016,R:5,ORTIGAS AVE.,5.54,Public,UV,1156,6403
2016,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,38,84
2016,R:6,AURORA BLVD.,11.42,Public,UV,577,6589
2016,R:7,QUEZON AVE.,7.73,Public,UV,1267,9796
2016,R:7,COMMONWEALTH AVE.,12.4,Public,UV,642,7957
2016,R:8,A. BONIFACIO,15.98,Public,UV,7,117
2016,R:9,RIZAL AVE.,15.95,Public,UV,4,59
2016,R:10,DEL PAN,7.32,Public,UV,13,98
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,890,3293
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,2,19
2016,C:1,RECTO,3.24,Public,Taxi,1177,3812
2016,C:2,MENDOZA,6.61,Public,Taxi,564,3726
2016,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,1026,3694
2016,C:3,ARANETA AVE.,10.76,Public,Taxi,338,3638
2016,C:4,EDSA,23.08,Public,Taxi,836,19302
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,131,5619
2016,R:1,ROXAS BLVD.,11.47,Public,Taxi,1101,12623
2016,R:2,TAFT AVE.,16.5,Public,Taxi,342,5644
2016,R:3,SSH,24.27,Public,Taxi,239,5791
2016,R:4,SHAW BLVD.,7.68,Public,Taxi,613,4707
2016,R:5,ORTIGAS AVE.,5.54,Public,Taxi,652,3614
2016,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2661,5855
2016,R:6,AURORA BLVD.,11.42,Public,Taxi,495,5656
2016,R:7,QUEZON AVE.,7.73,Public,Taxi,1953,15100
2016,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1232,15271
2016,R:8,A. BONIFACIO,15.98,Public,Taxi,63,1005
2016,R:9,RIZAL AVE.,15.95,Public,Taxi,173,2755
2016,R:10,DEL PAN,7.32,Public,Taxi,327,2391
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,1954,7228
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,482,4024
2016,C:1,RECTO,3.24,Public,PUJ,4152,13454
2016,C:2,MENDOZA,6.61,Public,PUJ,7,46
2016,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,2021,7277
2016,C:3,ARANETA AVE.,10.76,Public,PUJ,186,1998
2016,C:4,EDSA,23.08,Public,PUJ,118,2723
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,22,950
2016,R:1,ROXAS BLVD.,11.47,Public,PUJ,11,130
2016,R:2,TAFT AVE.,16.5,Public,PUJ,792,13069
2016,R:3,SSH,24.27,Public,PUJ,0,0
2016,R:4,SHAW BLVD.,7.68,Public,PUJ,1137,8734
2016,R:5,ORTIGAS AVE.,5.54,Public,PUJ,2808,15557
2016,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,2580,5677
2016,R:6,AURORA BLVD.,11.42,Public,PUJ,1308,14942
2016,R:7,QUEZON AVE.,7.73,Public,PUJ,1172,9056
2016,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1338,16590
2016,R:8,A. BONIFACIO,15.98,Public,PUJ,306,4888
2016,R:9,RIZAL AVE.,15.95,Public,PUJ,841,13420
2016,R:10,DEL PAN,7.32,Public,PUJ,322,2356
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,4163,15402
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1022,8532
2016,C:1,RECTO,3.24,Public,PUB,213,690
2016,C:2,MENDOZA,6.61,Public,PUB,42,276
2016,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,38,135
2016,C:3,ARANETA AVE.,10.76,Public,PUB,2,23
2016,C:4,EDSA,23.08,Public,PUB,523,12081
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,9,373
2016,R:1,ROXAS BLVD.,11.47,Public,PUB,62,714
2016,R:2,TAFT AVE.,16.5,Public,PUB,217,3575
2016,R:3,SSH,24.27,Public,PUB,33,795
2016,R:4,SHAW BLVD.,7.68,Public,PUB,7,53
2016,R:5,ORTIGAS AVE.,5.54,Public,PUB,159,881
2016,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,290,638
2016,R:6,AURORA BLVD.,11.42,Public,PUB,6,67
2016,R:7,QUEZON AVE.,7.73,Public,PUB,155,1201
2016,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,459,5688
2016,R:8,A. BONIFACIO,15.98,Public,PUB,83,1332
2016,R:9,RIZAL AVE.,15.95,Public,PUB,27,428
2016,R:10,DEL PAN,7.32,Public,PUB,7,53
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,35,129
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,260,2168
2016,C:1,RECTO,3.24,Commercial,Truck,217,703
2016,C:2,MENDOZA,6.61,Commercial,Truck,524,3462
2016,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,1965,7075
2016,C:3,ARANETA AVE.,10.76,Commercial,Truck,384,4135
2016,C:4,EDSA,23.08,Commercial,Truck,241,5556
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,289,12411
2016,R:1,ROXAS BLVD.,11.47,Commercial,Truck,81,926
2016,R:2,TAFT AVE.,16.5,Commercial,Truck,33,543
2016,R:3,SSH,24.27,Commercial,Truck,229,5550
2016,R:4,SHAW BLVD.,7.68,Commercial,Truck,193,1480
2016,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,932,5162
2016,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1420,3125
2016,R:6,AURORA BLVD.,11.42,Commercial,Truck,206,2358
2016,R:7,QUEZON AVE.,7.73,Commercial,Truck,528,4081
2016,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,551,6837
2016,R:8,A. BONIFACIO,15.98,Commercial,Truck,410,6554
2016,R:9,RIZAL AVE.,15.95,Commercial,Truck,136,2168
2016,R:10,DEL PAN,7.32,Commercial,Truck,682,4989
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1468,5431
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,327,2732
2016,C:1,RECTO,3.24,Commercial,Trailer,4,13
2016,C:2,MENDOZA,6.61,Commercial,Trailer,40,265
2016,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,655,2358
2016,C:3,ARANETA AVE.,10.76,Commercial,Trailer,56,599
2016,C:4,EDSA,23.08,Commercial,Trailer,0,2
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,26,1101
2016,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,99,1137
2016,R:2,TAFT AVE.,16.5,Commercial,Trailer,0,6
2016,R:3,SSH,24.27,Commercial,Trailer,67,1633
2016,R:4,SHAW BLVD.,7.68,Commercial,Trailer,23,175
2016,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,111,616
2016,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,223,491
2016,R:6,AURORA BLVD.,11.42,Commercial,Trailer,3,37
2016,R:7,QUEZON AVE.,7.73,Commercial,Trailer,21,163
2016,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,22,271
2016,R:8,A. BONIFACIO,15.98,Commercial,Trailer,202,3221
2016,R:9,RIZAL AVE.,15.95,Commercial,Trailer,0,7
2016,R:10,DEL PAN,7.32,Commercial,Trailer,1133,8290
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,119,439
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,34,288
2016,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,5210,16882
2016,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,3305,21845
2016,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,7964,28669
2016,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,2424,26081
2016,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,2849,65757
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,1146,49277
2016,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,3349,38413
2016,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,1062,17518
2016,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,949,23033
2016,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,3619,27794
2016,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,7574,41958
2016,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,11103,24426
2016,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,1822,20811
2016,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,4103,31720
2016,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,4889,60626
2016,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,781,12482
2016,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,1789,28538
2016,R:10,DEL PAN,7.32,Two/Three-Wheeled,Motorcycle,2757,20181
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,9800,36259
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,4195,35032
2016,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,1687,5466
2016,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,189,1247
2016,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,181,651
2016,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,252,2712
2016,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,0,5
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,0,6
2016,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,18,201
2016,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,66,1090
2016,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,3,68
2016,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,1,5
2016,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,112,623
2016,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,396,872
2016,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,27,310
2016,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,75,579
2016,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,79,977
2016,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,50,798
2016,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,125,2000
2016,R:10,DEL PAN,7.32,Two/Three-Wheeled,Tricycle,401,2932
2016,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,35,129
2016,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,35,293
2015,C:1,RECTO,3.24,Private,Car,9326,30216
2015,C:2,MENDOZA,6.61,Private,Car,9602,63469
2015,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,21131,76073
2015,C:3,ARANETA AVE.,10.76,Private,Car,5081,54670
2015,C:4,EDSA,23.08,Private,Car,12324,284436
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,3138,134939
2015,R:1,ROXAS BLVD.,11.47,Private,Car,12037,138070
2015,R:2,TAFT AVE.,16.5,Private,Car,3417,56378
2015,R:3,SSH,24.27,Private,Car,3566,86552
2015,R:4,SHAW BLVD.,7.68,Private,Car,7631,58604
2015,R:5,ORTIGAS AVE.,5.54,Private,Car,13230,73293
2015,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,25896,56971
2015,R:6,AURORA BLVD.,11.42,Private,Car,4902,55978
2015,R:7,QUEZON AVE.,7.73,Private,Car,17640,136358
2015,R:7,COMMONWEALTH AVE.,12.4,Private,Car,13656,169329
2015,R:8,A. BONIFACIO,15.98,Private,Car,1620,25880
2015,R:9,RIZAL AVE.,15.95,Private,Car,1819,29017
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,30276,112020
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,4395,36702
2015,C:1,RECTO,3.24,Public,UV,442,1433
2015,C:2,MENDOZA,6.61,Public,UV,41,269
2015,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,70,252
2015,C:3,ARANETA AVE.,10.76,Public,UV,1,15
2015,C:4,EDSA,23.08,Public,UV,193,4445
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,94,4045
2015,R:1,ROXAS BLVD.,11.47,Public,UV,385,4414
2015,R:2,TAFT AVE.,16.5,Public,UV,612,10098
2015,R:3,SSH,24.27,Public,UV,13,315
2015,R:4,SHAW BLVD.,7.68,Public,UV,299,2296
2015,R:5,ORTIGAS AVE.,5.54,Public,UV,1156,6403
2015,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,38,84
2015,R:6,AURORA BLVD.,11.42,Public,UV,577,6589
2015,R:7,QUEZON AVE.,7.73,Public,UV,1267,9796
2015,R:7,COMMONWEALTH AVE.,12.4,Public,UV,642,7957
2015,R:8,A. BONIFACIO,15.98,Public,UV,7,117
2015,R:9,RIZAL AVE.,15.95,Public,UV,4,59
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,890,3293
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,2,19
2015,C:1,RECTO,3.24,Public,Taxi,1177,3812
2015,C:2,MENDOZA,6.61,Public,Taxi,564,3726
2015,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,1026,3694
2015,C:3,ARANETA AVE.,10.76,Public,Taxi,338,3638
2015,C:4,EDSA,23.08,Public,Taxi,836,19302
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,131,5619
2015,R:1,ROXAS BLVD.,11.47,Public,Taxi,1101,12623
2015,R:2,TAFT AVE.,16.5,Public,Taxi,342,5644
2015,R:3,SSH,24.27,Public,Taxi,239,5791
2015,R:4,SHAW BLVD.,7.68,Public,Taxi,613,4707
2015,R:5,ORTIGAS AVE.,5.54,Public,Taxi,652,3614
2015,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2661,5855
2015,R:6,AURORA BLVD.,11.42,Public,Taxi,495,5656
2015,R:7,QUEZON AVE.,7.73,Public,Taxi,1953,15100
2015,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1232,15271
2015,R:8,A. BONIFACIO,15.98,Public,Taxi,63,1005
2015,R:9,RIZAL AVE.,15.95,Public,Taxi,173,2755
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,1954,7228
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,482,4024
2015,C:1,RECTO,3.24,Public,PUJ,4857,15736
2015,C:2,MENDOZA,6.61,Public,PUJ,11,72
2015,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,1394,5019
2015,C:3,ARANETA AVE.,10.76,Public,PUJ,207,2228
2015,C:4,EDSA,23.08,Public,PUJ,128,2944
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,23,985
2015,R:1,ROXAS BLVD.,11.47,Public,PUJ,9,103
2015,R:2,TAFT AVE.,16.5,Public,PUJ,963,15885
2015,R:3,SSH,24.27,Public,PUJ,0,3
2015,R:4,SHAW BLVD.,7.68,Public,PUJ,1336,10262
2015,R:5,ORTIGAS AVE.,5.54,Public,PUJ,1752,9706
2015,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,6009,13220
2015,R:6,AURORA BLVD.,11.42,Public,PUJ,1453,16592
2015,R:7,QUEZON AVE.,7.73,Public,PUJ,1090,8429
2015,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1380,17113
2015,R:8,A. BONIFACIO,15.98,Public,PUJ,284,4533
2015,R:9,RIZAL AVE.,15.95,Public,PUJ,828,13205
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,4641,17171
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1199,10012
2015,C:1,RECTO,3.24,Public,PUB,198,643
2015,C:2,MENDOZA,6.61,Public,PUB,29,193
2015,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,48,173
2015,C:3,ARANETA AVE.,10.76,Public,PUB,2,21
2015,C:4,EDSA,23.08,Public,PUB,623,14384
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,15,662
2015,R:1,ROXAS BLVD.,11.47,Public,PUB,24,276
2015,R:2,TAFT AVE.,16.5,Public,PUB,181,2992
2015,R:3,SSH,24.27,Public,PUB,32,779
2015,R:4,SHAW BLVD.,7.68,Public,PUB,10,74
2015,R:5,ORTIGAS AVE.,5.54,Public,PUB,165,914
2015,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,331,729
2015,R:6,AURORA BLVD.,11.42,Public,PUB,6,73
2015,R:7,QUEZON AVE.,7.73,Public,PUB,181,1400
2015,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,474,5877
2015,R:8,A. BONIFACIO,15.98,Public,PUB,95,1524
2015,R:9,RIZAL AVE.,15.95,Public,PUB,19,298
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,26,95
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,313,2617
2015,C:1,RECTO,3.24,Commercial,Truck,237,769
2015,C:2,MENDOZA,6.61,Commercial,Truck,606,4007
2015,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,1784,6421
2015,C:3,ARANETA AVE.,10.76,Commercial,Truck,408,4393
2015,C:4,EDSA,23.08,Commercial,Truck,236,5451
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,243,10458
2015,R:1,ROXAS BLVD.,11.47,Commercial,Truck,72,831
2015,R:2,TAFT AVE.,16.5,Commercial,Truck,39,650
2015,R:3,SSH,24.27,Commercial,Truck,296,7184
2015,R:4,SHAW BLVD.,7.68,Commercial,Truck,209,1603
2015,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,910,5039
2015,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1013,2228
2015,R:6,AURORA BLVD.,11.42,Commercial,Truck,190,2168
2015,R:7,QUEZON AVE.,7.73,Commercial,Truck,561,4337
2015,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,509,6307
2015,R:8,A. BONIFACIO,15.98,Commercial,Truck,422,6736
2015,R:9,RIZAL AVE.,15.95,Commercial,Truck,122,1948
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1728,6394
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,483,4031
2015,C:1,RECTO,3.24,Commercial,Trailer,5,16
2015,C:2,MENDOZA,6.61,Commercial,Trailer,77,506
2015,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,853,3070
2015,C:3,ARANETA AVE.,10.76,Commercial,Trailer,49,528
2015,C:4,EDSA,23.08,Commercial,Trailer,0,8
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,21,922
2015,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,4,50
2015,R:2,TAFT AVE.,16.5,Commercial,Trailer,1,15
2015,R:3,SSH,24.27,Commercial,Trailer,162,3921
2015,R:4,SHAW BLVD.,7.68,Commercial,Trailer,21,164
2015,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,77,428
2015,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,195,429
2015,R:6,AURORA BLVD.,11.42,Commercial,Trailer,3,30
2015,R:7,QUEZON AVE.,7.73,Commercial,Trailer,43,329
2015,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,21,256
2015,R:8,A. BONIFACIO,15.98,Commercial,Trailer,179,2867
2015,R:9,RIZAL AVE.,15.95,Commercial,Trailer,0,7
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,148,548
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,65,541
2015,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,5932,19220
2015,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,3421,22611
2015,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,7928,28541
2015,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,2334,25111
2015,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,2618,60432
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,1073,46149
2015,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,2949,33827
2015,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,890,14683
2015,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,1158,28095
2015,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,3193,24525
2015,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,5784,32044
2015,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,11422,25129
2015,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,1591,18168
2015,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,4573,35347
2015,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,4792,59423
2015,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,907,14498
2015,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,1463,23341
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,9894,36609
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,3321,27734
2015,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,1206,3906
2015,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,149,984
2015,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,146,527
2015,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,257,2769
2015,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,1,20
2015,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,0,4
2015,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,3,38
2015,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,35,582
2015,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,1,33
2015,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,1,4
2015,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,2,9
2015,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,503,1107
2015,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,61,697
2015,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,16,121
2015,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,72,890
2015,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,116,1859
2015,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,162,2579
2015,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,48,178
2015,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,64,533
2014,C:1,RECTO,3.24,Private,Car,7306,23673
2014,C:2,MENDOZA,6.61,Private,Car,9250,61144
2014,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,24668,88806
2014,C:3,ARANETA AVE.,10.76,Private,Car,6321,68009
2014,C:4,EDSA,23.08,Private,Car,12325,284460
2014,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,2967,127594
2014,R:1,ROXAS BLVD.,11.47,Private,Car,11852,135948
2014,R:2,TAFT AVE.,16.5,Private,Car,3085,50897
2014,R:3,SSH,24.27,Private,Car,4030,97801
2014,R:4,SHAW BLVD.,7.68,Private,Car,7542,57922
2014,R:5,ORTIGAS AVE.,5.54,Private,Car,11928,66079
2014,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,25444,55977
2014,R:6,AURORA BLVD.,11.42,Private,Car,5330,60873
2014,R:7,QUEZON AVE.,7.73,Private,Car,18149,140290
2014,R:7,COMMONWEALTH AVE.,12.4,Private,Car,12758,158199
2014,R:8,A. BONIFACIO,15.98,Private,Car,3245,51859
2014,R:9,RIZAL AVE.,15.95,Private,Car,1596,25464
2014,R:10,DEL PAN,7.32,Private,Car,2913,21326
2014,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,29524,109239
2014,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,4305,35945
2014,C:1,RECTO,3.24,Public,UV,442,1433
2014,C:2,MENDOZA,6.61,Public,UV,41,269
2014,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,70,252
