Year,Road Segment ID,Road Name,Length(km),Vehicle Type,Vehicle Classification,Traffic Density,Total AADT
2020,C:1,RECTO,3.24,Private,Car,8834,28622
2020,C:2,MENDOZA,6.61,Private,Car,5552,36698
2020,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,8484,30541
2020,C:3,ARANETA AVE.,10.76,Private,Car,3317,35696
2020,C:4,EDSA,23.08,Private,Car,8396,193788
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,2345,100846
2020,R:1,ROXAS BLVD.,11.47,Private,Car,9230,105863
2020,R:2,TAFT AVE.,16.5,Private,Car,2345,38695
2020,R:3,SSH,24.27,Private,Car,2880,69900
2020,R:4,SHAW BLVD.,7.68,Private,Car,6020,46235
2020,R:5,ORTIGAS AVE.,5.54,Private,Car,14563,80679
2020,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,21991,48380
2020,R:6,AURORA BLVD.,11.42,Private,Car,3582,40912
2020,R:7,QUEZON AVE.,7.73,Private,Car,16337,126286
2020,R:7,COMMONWEALTH AVE.,12.4,Private,Car,11963,148343
2020,R:8,A. BONIFACIO,15.98,Private,Car,2588,41356
2020,R:9,RIZAL AVE.,15.95,Private,Car,1886,30080
2020,R:10,DEL PAN,7.32,Private,Car,6272,45911
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,27761,102714
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,3968,33129
2020,C:1,RECTO,3.24,Public,PUJ,1470,4762
2020,C:2,MENDOZA,6.61,Public,PUJ,82,544
2020,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,49,176
2020,C:3,ARANETA AVE.,10.76,Public,PUJ,71,762
2020,C:4,EDSA,23.08,Public,PUJ,10,225
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,7,316
2020,R:1,ROXAS BLVD.,11.47,Public,PUJ,9,105
2020,R:2,TAFT AVE.,16.5,Public,PUJ,790,13043
2020,R:3,SSH,24.27,Public,PUJ,0,0
2020,R:4,SHAW BLVD.,7.68,Public,PUJ,96,737
2020,R:5,ORTIGAS AVE.,5.54,Public,PUJ,438,2425
2020,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,5,10
2020,R:6,AURORA BLVD.,11.42,Public,PUJ,1053,12027
2020,R:7,QUEZON AVE.,7.73,Public,PUJ,864,6676
2020,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,14,168
2020,R:8,A. BONIFACIO,15.98,Public,PUJ,104,1660
2020,R:9,RIZAL AVE.,15.95,Public,PUJ,626,9986
2020,R:10,DEL PAN,7.32,Public,PUJ,94,688
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,3423,12666
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,994,8300
2020,C:1,RECTO,3.24,Public,UV,2,5
2020,C:2,MENDOZA,6.61,Public,UV,7,44
2020,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,42,150
2020,C:3,ARANETA AVE.,10.76,Public,UV,2,23
2020,C:4,EDSA,23.08,Public,UV,62,1423
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,10,436
2020,R:1,ROXAS BLVD.,11.47,Public,UV,92,1053
2020,R:2,TAFT AVE.,16.5,Public,UV,765,12625
2020,R:3,SSH,24.27,Public,UV,2,45
2020,R:4,SHAW BLVD.,7.68,Public,UV,7,51
2020,R:5,ORTIGAS AVE.,5.54,Public,UV,471,2611
2020,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,5,11
2020,R:6,AURORA BLVD.,11.42,Public,UV,589,6726
2020,R:7,QUEZON AVE.,7.73,Public,UV,1559,12049
2020,R:7,COMMONWEALTH AVE.,12.4,Public,UV,24,295
2020,R:8,A. BONIFACIO,15.98,Public,UV,2,34
2020,R:9,RIZAL AVE.,15.95,Public,UV,6,101
2020,R:10,DEL PAN,7.32,Public,UV,4,28
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,895,3313
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,5,41
2020,C:1,RECTO,3.24,Public,Taxi,1665,5395
2020,C:2,MENDOZA,6.61,Public,Taxi,326,2152
2020,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,732,2636
2020,C:3,ARANETA AVE.,10.76,Public,Taxi,359,3867
2020,C:4,EDSA,23.08,Public,Taxi,837,19316
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,161,6941
2020,R:1,ROXAS BLVD.,11.47,Public,Taxi,765,8769
2020,R:2,TAFT AVE.,16.5,Public,Taxi,357,5888
2020,R:3,SSH,24.27,Public,Taxi,241,5842
2020,R:4,SHAW BLVD.,7.68,Public,Taxi,810,6217
2020,R:5,ORTIGAS AVE.,5.54,Public,Taxi,749,4149
2020,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,3122,6868
2020,R:6,AURORA BLVD.,11.42,Public,Taxi,500,5712
2020,R:7,QUEZON AVE.,7.73,Public,Taxi,1918,14828
2020,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1100,13643
2020,R:8,A. BONIFACIO,15.98,Public,Taxi,115,1839
2020,R:9,RIZAL AVE.,15.95,Public,Taxi,138,2204
2020,R:10,DEL PAN,7.32,Public,Taxi,315,2304
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,2098,7762
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,446,3720
2020,C:1,RECTO,3.24,Public,PUB,251,814
2020,C:2,MENDOZA,6.61,Public,PUB,38,251
2020,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,119,430
2020,C:3,ARANETA AVE.,10.76,Public,PUB,2,21
2020,C:4,EDSA,23.08,Public,PUB,158,3645
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,8,347
2020,R:1,ROXAS BLVD.,11.47,Public,PUB,74,851
2020,R:2,TAFT AVE.,16.5,Public,PUB,235,3881
2020,R:3,SSH,24.27,Public,PUB,7,175
2020,R:4,SHAW BLVD.,7.68,Public,PUB,95,732
2020,R:5,ORTIGAS AVE.,5.54,Public,PUB,685,3796
2020,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,375,825
2020,R:6,AURORA BLVD.,11.42,Public,PUB,44,508
2020,R:7,QUEZON AVE.,7.73,Public,PUB,185,1428
2020,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,620,7688
2020,R:8,A. BONIFACIO,15.98,Public,PUB,11,175
2020,R:9,RIZAL AVE.,15.95,Public,PUB,28,449
2020,R:10,DEL PAN,7.32,Public,PUB,35,254
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,123,454
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,269,2244
2020,C:1,RECTO,3.24,Commercial,Truck,202,655
2020,C:2,MENDOZA,6.61,Commercial,Truck,471,3115
2020,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,511,1839
2020,C:3,ARANETA AVE.,10.76,Commercial,Truck,330,3546
2020,C:4,EDSA,23.08,Commercial,Truck,93,2136
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,256,10996
2020,R:1,ROXAS BLVD.,11.47,Commercial,Truck,101,1158
2020,R:2,TAFT AVE.,16.5,Commercial,Truck,40,653
2020,R:3,SSH,24.27,Commercial,Truck,398,9653
2020,R:4,SHAW BLVD.,7.68,Commercial,Truck,233,1790
2020,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,854,4730
2020,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1252,2755
2020,R:6,AURORA BLVD.,11.42,Commercial,Truck,175,2001
2020,R:7,QUEZON AVE.,7.73,Commercial,Truck,558,4311
2020,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,510,6318
2020,R:8,A. BONIFACIO,15.98,Commercial,Truck,529,8449
2020,R:9,RIZAL AVE.,15.95,Commercial,Truck,184,2938
2020,R:10,DEL PAN,7.32,Commercial,Truck,858,6281
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1385,5125
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,470,3923
2020,C:1,RECTO,3.24,Commercial,Trailer,0,0
2020,C:2,MENDOZA,6.61,Commercial,Trailer,134,885
2020,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,214,769
2020,C:3,ARANETA AVE.,10.76,Commercial,Trailer,61,661
2020,C:4,EDSA,23.08,Commercial,Trailer,3,68
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,17,725
2020,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,218,2501
2020,R:2,TAFT AVE.,16.5,Commercial,Trailer,0,1
2020,R:3,SSH,24.27,Commercial,Trailer,119,2878
2020,R:4,SHAW BLVD.,7.68,Commercial,Trailer,5,41
2020,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,111,614
2020,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,159,349
2020,R:6,AURORA BLVD.,11.42,Commercial,Trailer,1,14
2020,R:7,QUEZON AVE.,7.73,Commercial,Trailer,26,203
2020,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,21,265
2020,R:8,A. BONIFACIO,15.98,Commercial,Trailer,88,1414
2020,R:9,RIZAL AVE.,15.95,Commercial,Trailer,7,109
2020,R:10,DEL PAN,7.32,Commercial,Trailer,1003,7342
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,61,225
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,22,183
2020,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,15937,51636
2020,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,3676,24296
2020,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,4911,17680
2020,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,3546,38154
2020,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,4658,107509
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,1670,71797
2020,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,6119,70184
2020,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,2079,34297
2020,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,2232,54174
2020,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,6163,47331
2020,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,13190,73070
2020,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,22909,50399
2020,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,3958,45195
2020,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,9304,71923
2020,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,8494,105325
2020,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,1574,25152
2020,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,2553,40721
2020,R:10,DEL PAN,7.32,Two/Three-Wheeled,Motorcycle,5823,42621
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,24438,90421
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,7107,59340
2020,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,844,2733
2020,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,377,2490
2020,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,332,1195
2020,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,208,2237
2020,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,0,4
2020,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,0,14
2020,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,12,142
2020,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,111,1833
2020,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,4,88
2020,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,62,475
2020,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,75,416
2020,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,883,1943
2020,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,9,101
2020,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,7,55
2020,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,7,92
2020,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,58,923
2020,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,60,956
2020,R:10,DEL PAN,7.32,Two/Three-Wheeled,Tricycle,296,2166
2020,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,122,453
2020,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,23,190
2019,C:1,RECTO,3.24,Private,Car,6762,21909
2019,C:2,MENDOZA,6.61,Private,Car,7571,50045
2019,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,17573,63263
2019,C:3,ARANETA AVE.,10.76,Private,Car,3969,42708
2019,C:4,EDSA,23.08,Private,Car,11080,255732
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,2894,124426
2019,R:1,ROXAS BLVD.,11.47,Private,Car,10590,121467
2019,R:2,TAFT AVE.,16.5,Private,Car,2370,39103
2019,R:3,SSH,24.27,Private,Car,2993,72648
2019,R:4,SHAW BLVD.,7.68,Private,Car,6537,50205
2019,R:5,ORTIGAS AVE.,5.54,Private,Car,12744,70603
2019,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,25635,56398
2019,R:6,AURORA BLVD.,11.42,Private,Car,3445,39342
2019,R:7,QUEZON AVE.,7.73,Private,Car,15963,123395
2019,R:7,COMMONWEALTH AVE.,12.4,Private,Car,12234,151705
2019,R:8,A. BONIFACIO,15.98,Private,Car,2387,38149
2019,R:9,RIZAL AVE.,15.95,Private,Car,2247,35836
2019,R:10,DEL PAN,7.32,Private,Car,3778,27652
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,28657,106031
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,4317,36050
2019,C:1,RECTO,3.24,Public,PUJ,3122,10115
2019,C:2,MENDOZA,6.61,Public,PUJ,9,59
2019,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,369,1329
2019,C:3,ARANETA AVE.,10.76,Public,PUJ,202,2172
2019,C:4,EDSA,23.08,Public,PUJ,94,2166
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,22,967
2019,R:1,ROXAS BLVD.,11.47,Public,PUJ,23,265
2019,R:2,TAFT AVE.,16.5,Public,PUJ,636,10491
2019,R:3,SSH,24.27,Public,PUJ,10,244
2019,R:4,SHAW BLVD.,7.68,Public,PUJ,717,5508
2019,R:5,ORTIGAS AVE.,5.54,Public,PUJ,2016,11167
2019,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,2965,6522
2019,R:6,AURORA BLVD.,11.42,Public,PUJ,1215,13873
2019,R:7,QUEZON AVE.,7.73,Public,PUJ,1580,12212
2019,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1612,19985
2019,R:8,A. BONIFACIO,15.98,Public,PUJ,209,3338
2019,R:9,RIZAL AVE.,15.95,Public,PUJ,643,10263
2019,R:10,DEL PAN,7.32,Public,PUJ,179,1309
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,3980,14727
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1043,8705
2019,C:1,RECTO,3.24,Public,UV,651,2109
2019,C:2,MENDOZA,6.61,Public,UV,45,295
2019,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,109,391
2019,C:3,ARANETA AVE.,10.76,Public,UV,0,2
2019,C:4,EDSA,23.08,Public,UV,272,6285
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,126,5421
2019,R:1,ROXAS BLVD.,11.47,Public,UV,600,6885
2019,R:2,TAFT AVE.,16.5,Public,UV,573,9458
2019,R:3,SSH,24.27,Public,UV,23,570
2019,R:4,SHAW BLVD.,7.68,Public,UV,414,3180
2019,R:5,ORTIGAS AVE.,5.54,Public,UV,1507,8351
2019,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,49,108
2019,R:6,AURORA BLVD.,11.42,Public,UV,567,6476
2019,R:7,QUEZON AVE.,7.73,Public,UV,1019,7879
2019,R:7,COMMONWEALTH AVE.,12.4,Public,UV,890,11034
2019,R:8,A. BONIFACIO,15.98,Public,UV,12,197
2019,R:9,RIZAL AVE.,15.95,Public,UV,5,76
2019,R:10,DEL PAN,7.32,Public,UV,22,163
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,884,3272
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,2,16
2019,C:1,RECTO,3.24,Public,Taxi,717,2324
2019,C:2,MENDOZA,6.61,Public,Taxi,585,3870
2019,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,951,3425
2019,C:3,ARANETA AVE.,10.76,Public,Taxi,341,3672
2019,C:4,EDSA,23.08,Public,Taxi,819,18913
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,105,4533
2019,R:1,ROXAS BLVD.,11.47,Public,Taxi,1178,13511
2019,R:2,TAFT AVE.,16.5,Public,Taxi,278,4584
2019,R:3,SSH,24.27,Public,Taxi,236,5728
2019,R:4,SHAW BLVD.,7.68,Public,Taxi,443,3399
2019,R:5,ORTIGAS AVE.,5.54,Public,Taxi,504,2790
2019,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2475,5444
2019,R:6,AURORA BLVD.,11.42,Public,Taxi,588,6717
2019,R:7,QUEZON AVE.,7.73,Public,Taxi,1988,15371
2019,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1391,17245
2019,R:8,A. BONIFACIO,15.98,Public,Taxi,53,847
2019,R:9,RIZAL AVE.,15.95,Public,Taxi,163,2602
2019,R:10,DEL PAN,7.32,Public,Taxi,327,2391
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,2265,8380
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,476,3974
2019,C:1,RECTO,3.24,Public,PUB,222,719
2019,C:2,MENDOZA,6.61,Public,PUB,36,235
2019,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,13,48
2019,C:3,ARANETA AVE.,10.76,Public,PUB,3,30
2019,C:4,EDSA,23.08,Public,PUB,490,11313
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,13,541
2019,R:1,ROXAS BLVD.,11.47,Public,PUB,133,1530
2019,R:2,TAFT AVE.,16.5,Public,PUB,205,3382
2019,R:3,SSH,24.27,Public,PUB,31,763
2019,R:4,SHAW BLVD.,7.68,Public,PUB,13,99
2019,R:5,ORTIGAS AVE.,5.54,Public,PUB,323,1790
2019,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,428,941
2019,R:6,AURORA BLVD.,11.42,Public,PUB,41,463
2019,R:7,QUEZON AVE.,7.73,Public,PUB,158,1223
2019,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,342,4235
2019,R:8,A. BONIFACIO,15.98,Public,PUB,91,1452
2019,R:9,RIZAL AVE.,15.95,Public,PUB,30,474
2019,R:10,DEL PAN,7.32,Public,PUB,7,48
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,69,257
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,249,2077
2019,C:1,RECTO,3.24,Commercial,Truck,235,762
2019,C:2,MENDOZA,6.61,Commercial,Truck,846,5592
2019,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,2109,7591
2019,C:3,ARANETA AVE.,10.76,Commercial,Truck,346,3718
2019,C:4,EDSA,23.08,Commercial,Truck,56,1297
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,237,10175
2019,R:1,ROXAS BLVD.,11.47,Commercial,Truck,85,975
2019,R:2,TAFT AVE.,16.5,Commercial,Truck,44,729
2019,R:3,SSH,24.27,Commercial,Truck,313,7603
2019,R:4,SHAW BLVD.,7.68,Commercial,Truck,177,1362
2019,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,719,3986
2019,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1973,4340
2019,R:6,AURORA BLVD.,11.42,Commercial,Truck,158,1801
2019,R:7,QUEZON AVE.,7.73,Commercial,Truck,683,5278
2019,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,511,6336
2019,R:8,A. BONIFACIO,15.98,Commercial,Truck,535,8551
2019,R:9,RIZAL AVE.,15.95,Commercial,Truck,210,3357
2019,R:10,DEL PAN,7.32,Commercial,Truck,655,4791
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1675,6199
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,303,2533
2019,C:1,RECTO,3.24,Commercial,Trailer,9,28
2019,C:2,MENDOZA,6.61,Commercial,Trailer,133,877
2019,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,401,1442
2019,C:3,ARANETA AVE.,10.76,Commercial,Trailer,65,697
2019,C:4,EDSA,23.08,Commercial,Trailer,0,0
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,22,960
2019,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,268,3079
2019,R:2,TAFT AVE.,16.5,Commercial,Trailer,0,1
2019,R:3,SSH,24.27,Commercial,Trailer,112,2716
2019,R:4,SHAW BLVD.,7.68,Commercial,Trailer,12,91
2019,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,75,418
2019,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,426,938
2019,R:6,AURORA BLVD.,11.42,Commercial,Trailer,2,19
2019,R:7,QUEZON AVE.,7.73,Commercial,Trailer,52,403
2019,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,38,470
2019,R:8,A. BONIFACIO,15.98,Commercial,Trailer,150,2396
2019,R:9,RIZAL AVE.,15.95,Commercial,Trailer,4,56
2019,R:10,DEL PAN,7.32,Commercial,Trailer,843,6173
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,119,441
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,42,348
2019,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,7852,25439
2019,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,4384,28978
2019,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,10584,38103
2019,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,3395,36526
2019,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,4773,110167
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,2070,88996
2019,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,4852,55657
2019,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,1876,30948
2019,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,1652,40082
2019,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,5349,41082
2019,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,14652,81171
2019,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,19626,43178
2019,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,4513,51539
2019,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,8265,63892
2019,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,8520,105654
2019,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,1128,18028
2019,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,2576,41086
2019,R:10,DEL PAN,7.32,Two/Three-Wheeled,Motorcycle,5399,39519
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,22090,81732
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,5273,44030
2019,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,840,2722
2019,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,201,1328
2019,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,326,1175
2019,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,270,2908
2019,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,0,9
2019,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,1,41
2019,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,19,213
2019,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,83,1369
2019,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,3,80
2019,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,3,20
2019,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,83,461
2019,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,887,1951
2019,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,14,155
2019,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,58,446
2019,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,65,807
2019,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,21,328
2019,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,81,1291
2019,R:10,DEL PAN,7.32,Two/Three-Wheeled,Tricycle,305,2233
2019,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,87,321
2019,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,23,194
2018,C:1,RECTO,3.24,Private,Car,7573,24537
2018,C:2,MENDOZA,6.61,Private,Car,8525,56353
2018,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,18179,65444
2018,C:3,ARANETA AVE.,10.76,Private,Car,3600,38740
2018,C:4,EDSA,23.08,Private,Car,10902,251628
